#
# Output of ComplexMixtures - MDDF
# Trajectory files and weights:
#  ../../test/data/NAMD/trajectory.dcd - w = 1.0
#
# Density of solvent in simulation box (sites/A^3):      0.00030013
# Density of solvent in bulk (estimated) (sites/A^3):      0.00030604
# Molar volume of solvent in simulation (cc/mol):   2006.52574233
# Molar volume of solvent in bulk (estimated) (cc/mol):   1967.79288394
#
# Number of atoms solute: 14639
# Number of atoms of the solvent: 149
#
#
# Average and standard deviation of bulk-gmd:      1.03191 +/-      0.29305
#
# COLUMNS CORRESPOND TO: 
#       1  Minimum distance to solute (dmin)
#       2  GMD distribution (md count normalized by md count of random-solute distribution)
#       3  Kirwood-Buff integral (cc/mol) computed [(1/bulkdensity)*(col(6)-col(7))].
#       4  Minimum distance site count for each dmin.
#       5  Minimum distance site count for each dmin for random solute distribution.
#       6  Cumulative number of molecules within dmin in the simulation.
#       7  Cumulative number of molecules within dmin for random solute distribution.
#       8  Volume of the shell of distance dmin and width binstep.
#
#   1-DISTANCE         2-GMD      3-KB INT    4-MD COUNT  5-COUNT RAND      6-SUM MD    7-SUM RAND   8-SHELL VOL
     5.5018176     1.3002509  -6.63521e+03     0.6500000     0.4999035     0.6500000     0.4999035   1.58288e+03
     5.7017538     1.1813764  -6.48415e+03     0.5000000     0.4232351     0.5000000     0.4232351   1.53265e+03
     5.9016944     0.7245138  -6.74603e+03     0.3500000     0.4830826     0.3500000     0.4830826   1.34966e+03
     6.1016389     1.5280959  -6.23599e+03     0.7500000     0.4908069     0.7500000     0.4908069   1.26657e+03
     6.3015869     0.8845560  -6.35156e+03     0.4500000     0.5087298     0.4500000     0.5087298   1.78286e+03
     6.5015381     1.1373592  -6.19709e+03     0.6500000     0.5714993     0.6500000     0.5714993   1.44955e+03
     6.7014922     1.2813893  -5.89460e+03     0.7000000     0.5462821     0.7000000     0.5462821   1.63242e+03
     6.9014490     0.7741772  -6.15290e+03     0.4500000     0.5812623     0.4500000     0.5812623   1.41611e+03
     7.1014082     1.4126047  -5.72182e+03     0.7500000     0.5309341     0.7500000     0.5309341   1.48327e+03
     7.3013696     0.6819745  -6.08888e+03     0.4000000     0.5865322     0.4000000     0.5865322   1.66580e+03
     7.5013331     1.1712412  -5.90187e+03     0.6500000     0.5549668     0.6500000     0.5549668   1.84946e+03
     7.7012985     0.8321619  -6.10031e+03     0.5000000     0.6008446     0.5000000     0.6008446   1.53255e+03
     7.9012656     0.7915017  -6.33357e+03     0.4500000     0.5685395     0.4500000     0.5685395   1.28273e+03
     8.1012344     0.8742538  -6.46094e+03     0.4500000     0.5147247     0.4500000     0.5147247   1.58242e+03
     8.3012046     0.9595968  -6.50651e+03     0.5500000     0.5731574     0.5500000     0.5731574   1.98247e+03
     8.5011763     0.9132676  -6.61864e+03     0.6000000     0.6569816     0.6000000     0.6569816   1.78232e+03
     8.7011493     0.8348750  -6.83269e+03     0.5500000     0.6587812     0.5500000     0.6587812   1.91601e+03
     8.9011235     0.9591763  -6.88295e+03     0.6000000     0.6255367     0.6000000     0.6255367   1.68303e+03
     9.1010988     1.2189491  -6.58251e+03     0.8500000     0.6973220     0.8500000     0.6973220   1.61610e+03
     9.3010751     0.5895112  -7.13059e+03     0.4000000     0.6785282     0.4000000     0.6785282   1.71603e+03
     9.5010525     1.0750447  -7.03444e+03     0.7000000     0.6511357     0.7000000     0.6511357   1.79989e+03
     9.7010308     0.8996649  -7.14417e+03     0.5000000     0.5557625     0.5000000     0.5557625   2.11598e+03
     9.9010100     1.4490965  -6.62580e+03     0.8500000     0.5865724     0.8500000     0.5865724   1.81583e+03
